isco08,t_1A1f1,t_1A2a2,t_2B1a,t_4A2a4,t_4A2b2,t_4A3a3,t_4A3a4,t_4A4a1,t_4A4a4,t_4A4b4,t_4A4b5,t_4C2d1g,t_4C2d1i,t_4C3b4,t_4C3b7,t_4C3d3,t_4C3b8_rev,t_4C1a2l_rev,t_4A4a5_rev,t_4A4a8_rev,t_4A1b2_rev,t_4A3a2_rev,t_4A3b4_rev,t_4A3b5_rev
7234,1.69,3.375,3.315,2.945,3.09,3.285,2.89,2.985,3.67,3.875,3.045,4.03,3.01,4.44,3.005,1.69,1.4549999,1.395,2.4200001,2,1.865,2.3200002,1.97,3.4299998
7311,1.4075,3.25,2.9075,3.3475,3.39,3.09,2.245,2.7075,3.1625,2.565,2.53,4.140000000000001,2.7675,4.5175,2.9825,1.5025,1.5425,1.5175,3.49,2.9324999,1.9225,2.8625,2.0925,2.3375001
7312,1.5,3.5,3.19,3.065,3.555,3.46,2.89,2.895,3.705,3.285,3.18,3.89,3.02,4.58,3.725,1.915,1.53,1.1900001,3.5549998,2.2850001,1.84,2.5100002,2.1399999,3.3400002
7313,1.03,3.28,2.72,2.435,3.97,3.15,1.345,1.905,3.075,1.905,2.165,4.58,3.715,4.675,3.825,1.71,2.3200002,1.345,4.0950003,3.3699999,2.665,2.7550001,3.28,4.2449999
7314,1.39,3.6875,2.93625,2.51,4.0025,3.575,2.69625,2.095,3.09375,2.06625,2.265,4.4875,4.01,4.185,3.35,2.215,2.0974998,2.1387501,3.9900002,3.145,2.77125,1.9675,3.125,3.9212499
7315,1.636666666666667,3.668333333333333,2.7075,2.733333333333334,2.878333333333333,3.786666666666667,2.794166666666667,2.49,3.119166666666667,2.3675,2.706666666666667,4.528333333333333,4.043333333333334,4.263333333333333,3.063333333333333,3.01,2.4516666,2.3425,3.4866667,3.8566666,2.4575,2.095,3.22,3.6841667
7316,1.435,3.25,2.815,2.865,3.17,3.09,2.07,2.735,3.025,2.225,2.705,4.390000000000001,3.42,4.14,2.89,2.5,1.9499999,1.155,3.2150002,3.73,2.5650001,2.27,3.1600001,4.0599999
7317,1,3.75,3.12,2.12,4.6,3.08,2.25,1.56,3.2,1.84,2.08,4.52,3.92,4.2,3.28,1.48,1.96,2.4400001,4.3200002,2.48,3.28,2.04,3.3599999,4.1999998
7318,1.13,3.25,2.75,2.01,2.41,2.77,1.14,1.92,2.76,1.82,1.86,4.65,3.39,4.39,2.75,2.33,1.86,1.9299999,3.8800001,3.79,3.3199999,2.8900001,4.0999999,4.3899999
7319,1,3.75,3.12,2.12,4.6,3.08,2.25,1.56,3.2,1.84,2.08,4.52,3.92,4.2,3.28,1.48,1.96,2.4400001,4.3200002,2.48,3.28,2.04,3.3599999,4.1999998
7321,1.31,2.815,2.88,3.285,4.28,3.42,2.385,3.56,3.63,3.405,3.135,3.705,3.895,4.63,3.395,2.005,2.165,1.395,3.73,3.5,2.73,3.3600001,3.8400002,2.9850001
7322,1.38,3.25,2.75,3.32,3.53,4.64,3.9,2.81,3.51,3.54,3.29,4.72,3.82,4.7,3.61,4.04,1.98,1.4,2.8,3.01,2.24,2.05,2.0899999,2.48
7323,2,3.38,2.62,2.97,3.05,4.29,2.76,3.31,3.07,2.61,3.02,4.29,4.19,4.31,3.6,3.57,2.54,1.3,3.5,3.97,2.3,1.96,2.48,3.3099999
7411,2.185,3.25,2.75,3.045,3.42,3.21,3.53,2.965,3.15,3.195,2.97,4.369999999999999,3.28,4.18,2.93,1.955,2.4250002,1.53,3.2649999,2.855,1.9,1.795,2.8299999,2.655
7412,2.039230769230769,3.528461538461538,2.876923076923077,3.376923076923077,3.27,3.406923076923076,3.66923076923077,3.024615384615385,3.37,2.853076923076923,2.984615384615384,4.272307692307693,3.128461538461539,4.313076923076922,3.325384615384615,2.05923076923077,1.9361538,1.4030769,3.3992307,3.2338462,1.9276923,2.1407692,2.1246154,2.2123077
7413,2.25,3.31,3.13,3.175,3.54,3.825,4.09,3.655,3.775,4.1,3.605,3.525,2.58,4.42,3.175,2.32,1.79,1.0550001,2.77,2.54,1.45,2.2049999,2.0900002,2.665
7421,1.891428571428572,3.337142857142858,2.931428571428571,3.501428571428571,3.398571428571429,3.417142857142857,3.36,3.027142857142857,3.335714285714285,2.898571428571429,3.022857142857143,4.19,3.101428571428571,4.397142857142858,3.47,2.118571428571428,1.8814286,1.3857143,3.4557142,3.4542856,1.9242857,2.45,2.3857143,2.0128572
7422,2.107142857142857,3.282857142857143,2.984285714285714,3.265714285714286,3.318571428571429,3.118571428571429,3.527142857142857,2.862857142857143,3.244285714285714,2.658571428571428,2.79,4.2,3.101428571428571,4.28,3.39,1.92,1.6899999,1.6071428,3.3028572,2.9042857,1.99,2.49,2.7328572,2.1857142
7511,1.375,3.2175,2.815,3.0075,2.685,3.5575,2.5025,2.7425,3.2275,2.815,3.12,4.5675,4.1775,4.135,3.2925,3.9575,2.75,1.835,3.2925,3.3125,2.1925001,2.2674999,3.2674999,3.5450001
7512,1,3,2.75,2.46,2.84,2.57,1.76,2.33,2.85,2.72,2.96,4.05,3.66,4.2,3.08,3.27,1.77,1.75,3.21,3.52,2.1800001,3.21,4.5900002,4.4899998
7513,1.75,3.06,2.815,3.02,2.935,3.97,3.075,2.74,3.03,2.345,2.585,4.04,3.305,3.935,3.295,3.79,2.2950001,1.655,3.585,4.21,2.1800001,2.2049999,3.1799998,3.6399999
7514,1.62,3.12,2.75,2.96,2.7,4.19,2.59,3.06,3.5,3.05,3.42,3.86,3.43,4.35,3.97,3.74,2.6199999,1.64,2.8199999,3.99,2.21,1.96,2.79,3.1800001
7515,1.5,2.875,2.435,2.815,2.51,2.58,2.91,3.14,3.54,2.6,2.77,4.05,3.915,4.095,2.975,3.415,2.71,1.545,3.5149999,3.6900001,2.5349998,2.2049999,4.23,4.1900001
7516,1.553333333333333,3.418333333333333,2.584166666666667,2.843333333333334,2.868333333333334,3.77,2.750833333333333,2.78,3.019166666666667,2.600833333333334,2.71,4.335,3.946666666666667,3.98,3.036666666666667,3.776666666666667,2.8316667,1.6358333,3.5333333,4.3233333,2.3841667,1.8150001,3.27,3.6941667
7521,1.94,3.31,2.565,3.01,2.395,4.47,3.86,2.685,3.005,2.475,2.575,4.46,3.62,3.935,3.51,3.775,2.51,1.595,3.4549999,4.7049999,1.6800001,1.6849999,2.885,3.4650002
7522,1.7825,3.6875,2.7825,2.9325,3.6475,3.7375,2.6725,2.88,3.14,2.34,2.42,4.45,3.255,4.4375,2.3025,2.1125,2.26,1.4399999,3.6525002,3.6700001,2.3499999,2.1424999,3.3125,4.1075001
7523,1.75,3.5,2.25,2.34,2.67,4,2.29,2.02,2.34,1.88,2.19,4.81,4.34,4.4,3.68,3.17,2.3,1.15,3.98,4.6999998,2.21,2.0999999,3.4100001,3.8699999
7531,1.12,3.12,2.88,2.15,3.55,3.82,2.21,2.3,2.31,1.99,1.63,4.83,3.58,4.53,3.17,3.71,2.0999999,2.26,3.8900001,2.97,2.97,3.3199999,3.4200001,4.75
7532,1.333333333333333,3.29,2.71,2.91,3.02,3.233333333333333,2.253333333333333,2.77,3.26,2.57,2.703333333333333,4.243333333333333,3.69,4.55,3.036666666666667,2.82,2.6700001,1.8766667,3.47,4.5033336,2.4766667,2.5266666,3.5999999,3.71
7533,1.065,3.69,2.625,2.315,3.3,3.125,1.165,2.23,2.99,2.1,2.16,4.695,3.52,4.415,2.95,2,1.855,1.9849999,4.0349998,3.105,2.9749999,2.4250002,3.915,4.2150002
7534,2,4,2.88,2.67,3.5,3.18,2.61,2.27,2.98,2.57,2.83,4.89,4.14,4.33,2.21,2.3,2.3499999,2.21,3.6099999,3.05,2.1400001,2.01,3.3099999,4.2800002
7535,1,3.25,2.12,2.47,2.34,2.82,2.46,2.7,3.06,2.74,2.88,4.46,4.42,3.57,2.03,4.04,3.3800001,1.4299999,3.5599999,4.6599998,2.97,1.4,4.3600001,4.4899998
7536,1.13,3.25,2.75,2.01,2.41,2.77,1.14,1.92,2.76,1.82,1.86,4.65,3.39,4.39,2.75,2.33,1.86,1.9299999,3.8800001,3.79,3.3199999,2.8900001,4.0999999,4.3899999
7541,3,3.75,3,2.76,3.24,3.73,3.9,2.96,3.22,3.33,3.21,4.18,3.17,4.26,3.39,2.36,1.97,1.45,2.6800001,3.1700001,1.8099999,1.8200001,2.3900001,3.3699999
7543,1.62,3,2.88,3.38,2.87,3.31,2.77,2.56,2.96,2.54,2.88,3.75,3.17,4.55,3.63,3.13,2.02,1.1,3.1900001,4.0500002,1.67,2.3,3.6700001,3.3699999
7544,2.246666666666667,3,3.253333333333333,2.74,3.376666666666666,3.013333333333333,4.046666666666667,2.906666666666666,3.623333333333333,3.2,3.073333333333333,3.88,3.413333333333334,4.13,3.246666666666667,2.603333333333333,1.8200001,1.49,3.1900001,2.1600001,2.1233335,2.5633333,3.1099999,4.1300001
7549,1.31,3.31,3,2.62,3.075,2.51,1.495,2.24,2.97,1.95,2.085,4.555,3.785,3.68,3.425,2.45,1.54,1.54,3.46,2.9200001,3.2950001,2.5899999,4.2000003,3.9450002
8111,2.5,3.315,2.625,2.74,2.71,3.98,3.775,2.33,2.915,2.36,2.405,4.449999999999999,3.59,3.925,2.8,3.45,2.6849999,1.8399999,3.1700001,4.5600004,2.24,2.2950001,2.5149999,3.5699999
8112,1.935,3.31,2.75,3.1,2.515,4.275,3.645,2.97,3.61,2.66,2.76,3.7,3.26,3.33,3.055,3.625,2.75,1.5550001,3.0999999,3.96,1.9200001,1.85,2.55,3.425
8113,2.35,3.524,2.776,2.828,2.974,4.290000000000001,3.762,2.998,3.384,3.002,3.244,4.324,3.69,4.162000000000001,3.982,3.418000000000001,1.9779999,1.364,2.928,3.878,1.572,2.0279999,2.1819999,3.51
8114,2.1275,3.4675,2.875,3.2675,2.6725,4.1925,3.6825,2.9975,3.22,2.9775,2.915,3.82,3.255,4.2,3.6575,3.9275,2.3325,1.3125,3.105,4.0675001,2.075,2.0325,2.72,3.4175
8121,2.124,3.598,2.776,3.038,2.86,4.128,3.516,2.66,3.188,2.792,3.042,4.298,3.76,4.078,3.622000000000001,4.08,2.6619999,1.86,3.536,4.1919999,1.992,1.946,2.858,3.352
8122,1.62,3.125,2.685,2.925,2.785,4.035,3.68,2.915,3.4,2.655,2.86,4.135,3.455,3.71,3.28,3.52,2.6900001,1.585,3.3200002,4.2250004,1.825,1.7850001,3.1199999,3.9300001
8131,1.966666666666667,3.291666666666667,2.750833333333333,3.203333333333333,2.935,3.973333333333334,3.270833333333333,2.93,3.1325,2.484166666666667,2.816666666666666,4.018333333333334,3.35,4.036666666666666,3.423333333333333,3.476666666666667,2.1416667,1.5191666,3.46,4.1466665,2.0641668,2.2250001,3.0033333,3.5474999
8132,1.12,3.12,2.88,2.72,3.59,4.24,1.07,2.2,3.68,2.57,2.69,3.93,3.22,3.73,3.25,1.77,2.29,1.14,3.6700001,2.05,2.25,3.28,2.3900001,2.76
8141,1.958,3.475,2.6025,3.144,2.921,4.304,3.3065,2.864,3.1075,2.7365,2.658,4.245,3.734,3.87,3.448,3.63,2.7850001,1.6115,3.358,4.0479999,1.9565001,1.869,2.7179999,3.4784999
8142,1.886363636363636,3.453636363636364,2.715454545454545,2.841818181818182,2.863636363636363,4.337272727272727,3.131818181818182,2.702727272727273,3.216363636363637,2.558181818181819,2.972727272727273,4.390909090909091,3.597272727272727,4.342727272727273,3.57909090909091,3.987272727272727,2.4200001,1.6409091,3.560909,4.429091,2.1372728,1.9972727,2.9163637,3.5590909
8143,1.75,3.37,2.88,2.465,2.665,4.51,3.175,2.865,3.44,2.565,2.885,4.645,3.675,4,3.54,4.055,2.76,1.425,3.1849999,4.5500002,1.71,1.615,2.645,3.4549999
8151,1.38,3.38,2.5,2.54,2.42,3.43,2.43,2.47,2.35,2.32,2.18,4.65,4.11,3.87,3.36,4.17,3.0999999,2.2,3.8,4.46,2.3599999,2.28,2.71,3.9200001
8152,1,3.38,2.38,2.3,2.27,4.11,2.01,1.76,2.63,2.26,2.83,4.78,3.67,3.64,3.19,4.29,3.23,2.46,3.74,4.52,2.0599999,1.64,2.8099999,3.6199999
8153,1.12,3.62,2.38,2.09,2.39,3.38,2.33,2.45,2.67,2.13,2.34,4.68,4.44,3.98,2.61,3.03,2.71,2.48,3.74,4.3299999,2.5799999,2.4300001,3.4000001,4.04
8154,1.38,3.13,2.88,2.76,3,3.63,2.11,2.55,3.09,2.55,2.19,3.8,3.16,3.75,2.81,3.9,2.76,1.37,3.29,4.3200002,2.1800001,2.27,3.4200001,3.6500001
8156,1,3.38,2.12,2.5,2.75,4.44,1.87,2.33,3.45,1.86,2.25,4.81,4.84,3.72,4.07,2.86,3.49,2.52,3.6500001,3.95,1.92,2.05,3.4000001,4.4000001
8157,1,3,2.88,1.97,2.07,3.62,2.04,1.99,3.33,2.77,2.71,3.99,4.13,3.93,3.07,4.12,2.8199999,2.1500001,2.9000001,3.47,2.6900001,2.26,3.4300001,3.5
8160,1.652,3.148000000000001,2.852,3.074,2.796,4.27,2.946,3.074,3.34,2.87,2.974,4.022,3.256,4.234,3.71,4.006,2.592,1.6159999,3.2460001,3.9660001,2.062,2.188,2.8079998,3.152
8171,1.62,3.06,2.815,2.625,2.725,4.234999999999999,3.03,2.995,3.84,2.615,2.96,4.26,3.53,3.66,3.25,3.86,2.71,1.515,2.9349999,4.1500001,1.6849999,1.77,2.7649999,3.5549998
8172,1.88,3.38,2.5,1.93,2.47,4.11,3.27,2.33,2.77,2.47,2.45,4.44,3.85,4.6,2.85,4.21,1.95,1.7,3.8299999,4.6100001,2.3499999,1.89,2.73,4.0700002
8181,1.985,3.354166666666667,2.68875,3.185,2.8275,4.27,3.49375,2.78,2.967916666666667,2.765416666666667,2.701666666666666,3.995833333333334,3.345,4.046666666666667,3.443333333333333,3.648333333333333,2.4758334,1.4729166,3.355,4.2533331,2.0104167,1.9974999,2.8083334,3.5487499
8182,2,3.12,2.88,3.96,3.69,4.25,3.27,3.42,3.65,2.82,3.44,3.94,3.09,3.83,3.74,3.01,2.03,1.78,3.1700001,3.9100001,1.27,2.5599999,1.72,2.4400001
8183,2,3.12,2.88,3.4,3.22,3.44,3.33,2.77,2.99,2.87,2.98,4.55,4.11,4.41,3.97,4.6,2.4100001,1.8200001,2.98,4.0900002,2.1800001,2.21,3.0799999,3.74
8189,1.815,3.2475,2.815,2.8125,2.69,4.37,3.415,2.8975,3.3175,2.56,2.835,4.18,3.06,4.16,3.545,3.985,2.3800001,1.87,3.2049999,4.2075,1.905,1.9525,2.8175001,3.2674999
8211,2,3.5,2.815,3.03,3.365,4.24,2.965,2.565,3.51,2.595,2.68,4.765000000000001,3.84,4.470000000000001,3.33,2.525,2.29,1.245,3.46,4.23,2.0599999,1.9449999,3.0549998,3.165
8212,1.405,3.3775,2.6225,3.0525,2.8575,3.5625,2.24,2.76,3.1,2.375,2.8125,4.4825,3.735,4.405,3.3675,2.54,2.2424998,1.4549999,3.3975,3.9825001,2.2350001,2.3625,3.2450001,3.4575
8219,1.62,3.75,3,3.05,2.54,3.76,2.16,2.59,3.5,2.79,3.23,4.69,3.88,4.66,2.81,2.86,2.4400001,1.1900001,3.51,4.3099999,1.84,1.62,3.4200001,3.5699999
8311,3.21,3.46,2.916666666666667,3.12,2.606666666666667,4.186666666666667,4.569999999999999,3.043333333333333,3.18,2.61,2.943333333333333,4.57,3.94,4.250000000000001,3.633333333333333,2.85,2.5966666,1.5433333,3.2866666,3.2166667,1.63,2.6466668,3.2366667,3.72
8312,2.5,2.75,2.88,2.77,2.16,3.34,2.74,2.59,3.06,2.39,2.6,3.15,3,4.06,3.68,2.87,2.6300001,1.09,3.3800001,3.52,1.8200001,2.3599999,4.2399998,4.48
8321,2.75,3.12,2.75,2.56,2.09,2.68,3.98,2.34,3.35,1.41,1.41,3.64,3.7,4.14,3.48,1.44,1.85,1.28,3.4100001,3.3,3.99,2.3900001,4.1300001,4.2600002
8322,3.08,2.96,3,2.96,2.976666666666667,2.803333333333333,4.366666666666666,2.996666666666667,3.28,2.136666666666667,2.253333333333333,3.976666666666667,3.51,4.14,3.516666666666666,1.896666666666667,2.1633334,1.6366667,3.0133333,2.1633332,2.6200001,1.9866667,3.6466668,3.9133334
8331,3.13,3.75,3.12,2.84,2.02,3.54,4.44,2.81,3.22,1.88,2.42,4.55,4.34,4.46,3.84,3.47,3.3199999,2.27,2.96,2.01,1.89,3.02,3.5,3.76
8332,3.75,3.12,2.75,3.15,2.86,3.8,4.58,3,3.34,2.26,2.32,4.08,3.27,3.94,2.94,2.8,2.23,2,3.3299999,2.5899999,1.7,2.5999999,2.9000001,3.8399999
8341,2.625,3.12,2.815,2.28,3.17,4.390000000000001,4.555,2.62,3.98,3.3,2.99,4.195,3.1,3.755,3.055,4.02,2.1500001,1.705,2.55,3.9349999,1.855,2.0450001,1.9400001,3.3150001
8342,2.845,3.28,2.625,2.9125,3.095,4.484999999999999,4.0975,2.86,3.2675,2.8525,2.912500000000001,4.5275,3.915,3.665,2.7075,3.37,2.2725,1.3375,3.2674999,3.3699999,1.6800001,2.085,2.0575001,3.7375
8343,2.3125,3.03,2.81,2.61,2.73,3.655,3.245,2.8725,3.0825,2.695,2.885,3.8875,3.54,4.0425,3.2375,3.0325,2.125,1.4549999,3.2950001,3.04,2.1524999,2.6500001,2.9375,3.7325001
8344,3.12,3.5,2.75,2.81,2.89,3.56,4.59,2.56,3.62,2.76,3.14,4.56,3.61,4.59,3.26,2.8,2.0699999,1.5,2.78,3.29,1.63,1.92,3.45,3.9200001
8350,3.375,3.625,3,3.105,3.02,3.695,4.285,2.475,3.33,3.27,2.56,4.205,3.02,3.585,3.235,2.52,2.1300001,1.395,3.0050001,2.8299999,1.645,1.98,2.085,3.6099999
9111,1,2.75,2.88,2.19,2.19,2.46,1.53,2.8,2.83,2.08,2.55,4.04,4.77,3.63,2.74,1.8,2.6600001,1.59,2.5999999,2.6900001,3.1500001,2.8299999,3.7,3.98
9112,1.46,2.956666666666667,2.67,1.94,2.18,2.63,2.313333333333333,2.28,2.82,1.97,2.286666666666667,3.993333333333334,3.836666666666666,3.776666666666667,2.78,1.953333333333333,2.3666668,1.5933334,3.3133333,3.2833333,2.9966667,2.79,3.9633334,4.2733331
9121,1,3.62,2,2.14,2.74,3.9,2.28,2.32,1.83,1.93,2.43,4.24,3.68,4.07,2.84,4.19,2.05,1.92,3.02,3.8099999,2.6400001,2.21,3.23,3.77
9122,2,3.12,2.38,1.7,2.03,2.76,3.35,2.2,2.69,1.97,2.01,3.95,3.37,3.77,2.88,2.25,2.52,1.42,3.9000001,3.9100001,3.02,2.99,4.1799998,4.3499999
9123,1.38,3,2.75,1.93,2.32,2.67,2.06,1.84,2.94,1.86,2.3,3.99,3.37,3.93,2.72,1.81,1.92,1.77,3.4400001,3.25,2.8199999,2.55,4.0100002,4.4899998
9129,2.62,3.75,2.75,2.59,2.92,3.38,4.38,3.21,3.39,1.88,2.6,4.29,3.54,3.39,2.97,2.87,2.25,1.29,3.6700001,2.6199999,2.5,2.4400001,2.8599999,3.9100001
9211,2.12,3.19,2.69,1.79,2.15,2.63,2.2,1.9,2.87,2.1,2.19,4.41,3.38,3.44,2.29,3.14,2.3900001,1.71,3.9200001,3.6800001,3.51,2.4400001,3.99,4.77
9212,2.5,3.12,2.62,3.05,2.71,3.46,3.77,2.57,3.38,3,2.5,3.18,3,3.37,2.76,1.52,2.0699999,1.8099999,3.24,2.9200001,2.6199999,2.27,3.2,3.79
9213,2.31,3.155,2.655,2.42,2.43,3.045,2.985,2.235,3.125,2.55,2.345,3.795,3.19,3.405,2.525,2.33,2.23,1.76,3.5799999,3.3000002,3.0650001,2.355,3.595,4.2799997
9214,2.12,3.285,2.595,2.035,2.765,3.21,2.77,1.815,3.26,2.02,2.665,4.34,3.28,3.315,2.285,3.495,2.6100001,1.865,3.3050001,3.71,3.03,2.27,3.3,4.605
9215,2.88,3.25,2.88,3.64,3.94,3.13,4.05,3.34,3.96,2.89,2.84,2.74,2.82,3.65,3.04,1.83,1.8200001,1.24,3.1400001,1.75,2.5699999,2.1199999,2.74,3.1500001
9216,2.5,3.12,2.62,3.05,2.71,3.46,3.77,2.57,3.38,3,2.5,3.18,3,3.37,2.76,1.52,2.0699999,1.8099999,3.24,2.9200001,2.6199999,2.27,3.2,3.79
9311,3,4,2.75,3.71,3.43,4.74,4.7,3.97,3.43,3.46,3.88,4.44,4.08,3.94,3.13,3.91,1.97,1.1799999,2.1500001,3.74,1.6,1.25,1.45,2.5999999
9312,2.75,3.5,2.815,3.175,3.495,3.8,4.245,3.275,3.87,3.255,3.025,4.42,4.065,4.01,3.405,3.495,2.28,1.155,2.5450001,2.575,1.6900001,2.335,2.835,3.8099999
9313,2.195714285714286,3.537142857142857,2.641428571428572,2.831428571428571,3.222857142857143,3.358571428571429,3.557142857142857,2.802857142857142,3.184285714285714,2.642857142857143,2.728571428571428,4.55,3.654285714285714,3.87,2.88,2.698571428571429,2.7571428,1.3342857,3.1699998,3.4714286,1.9542857,2.0542858,2.8728571,3.3828571
9321,1.88,3,2.12,3.37,2.73,3.22,2.51,2.97,3.53,2.89,3.44,4.06,3.88,4.32,3.87,3.04,2.6400001,1.4400001,2.6500001,3.6900001,1.74,1.67,2.8800001,3.3
9329,1.773333333333333,3.228333333333333,2.54,2.416666666666667,2.221666666666666,3.923333333333333,3.028333333333333,2.398333333333333,2.928333333333333,2.213333333333333,2.43,4.44,3.736666666666667,3.836666666666667,3.136666666666667,3.563333333333334,2.6183333,1.75,3.5033333,3.9166667,2.5166667,1.8333334,3.1200001,3.8649998
9331,2.75,3.12,2.75,2.56,2.09,2.68,3.98,2.34,3.35,1.41,1.41,3.64,3.7,4.14,3.48,1.44,1.85,1.28,3.4100001,3.3,3.99,2.3900001,4.1300001,4.2600002
9333,2.405,3.5925,2.56,3.14,2.8725,3.885,3.8875,2.8125,2.9475,2.74,2.8,4.34,3.635,4.05,3.735,3.135,2.2424998,1.3899999,3.425,3.635,1.9250001,1.78,2.855,3.6974998
9411,1,2.94,2.815,2.46,2.975,2.605,2.02,2.355,2.4,2.535,2.61,3.2,3.02,4.035,2.71,2.475,2.9299998,1.4000001,3.6500001,3.01,3.2449999,2.79,3.8300002,4.1500001
9412,1.666666666666667,3.416666666666667,2.79,2.74,2.933333333333334,2.993333333333334,2.246666666666667,2.586666666666666,3.47,2.85,3.173333333333333,3.54,3.703333333333333,3.67,2.903333333333333,2.486666666666667,2.6966667,1.92,2.6166666,2.55,2.5533333,2.3166666,3.6300001,3.7333333
9520,1.25,1.25,3.75,1.88,2.88,1.42,2.13,2.57,4.26,3.39,3.65,2.43,1.79,2.96,2.04,1.04,1.25,1.86,3.46,1.54,4.4200001,3.6199999,4.8800001,4.71
9611,2.5,3.12,2.88,2.62,3.01,4.28,4.59,2.01,2.88,2.07,2.46,4.98,4.64,4.38,3.86,2.5,1.67,2.53,3.24,2.6400001,1.4,1.97,2.54,2.97
9612,2.5,3.12,2.88,2.62,3.01,4.28,4.59,2.01,2.88,2.07,2.46,4.98,4.64,4.38,3.86,2.5,1.67,2.53,3.24,2.6400001,1.4,1.97,2.54,2.97
9621,2.685,3,2.815,2.74,2.49,3.095,4.125,2.59,3.435,2.05,2.355,3.35,3.12,3.715,3.3,1.715,2.01,1.5650001,2.665,2.3099999,2.98,2.02,3.7449999,4.1800003
9622,2.12,3.456666666666667,2.75,2.956666666666667,3.013333333333334,3.663333333333334,3.556666666666667,2.533333333333333,3.513333333333333,2.516666666666667,2.956666666666667,4.223333333333334,3.216666666666667,3.94,3.236666666666667,2.45,2.1099999,1.1966667,3.1833334,4.1166668,1.8533334,2.03,2.0166667,2.6500001
9623,2.065,3.25,2.685,2.76,2.44,2.5,3.57,2.4,3.07,1.71,2.05,4.31,3.79,4.19,3.975,2.56,2.22,2.3800001,3.7649999,2.7550001,2.6300001,2.655,3.1599998,3.395
9624,2.06,3.435,2.5,2.43,2.305,3.92,3.625,2.335,2.825,2.57,2.53,4.37,3.47,3.64,3.02,2.71,2.375,1.6199999,3.7199998,3.1900001,2.4100001,1.6900001,3.25,3.8849998
9629,1.748,2.6,3.076,2.054,2.462,2.696,1.91,2.316,3.316,2.14,2.392,3.544,3.288,3.62,2.912,1.968,2.7260001,1.46,3.2319999,2.164,2.928,3.164,4.066,3.9719999
